,index,text
29184,Active_Listening.xls,"Description
 
Counselor - Part-time 
 Primary Location:  United States-TX-TXGarland 
 Function: Behavioral/Mental Health Professional 
 
 The health and safety of our employees and of those individuals we serve is of utmost importance to us. 
 To be sure we extend that concern to our recruitment process, we will be leveraging digital capabilities to meet virtually and continue to recruit top talent at NeuroRestorative, a partner of The MENTOR Network. Due to the public health concerns regarding COVID-19, as your application progresses, you will be asked to participate in virtual interviews using one of our digital tools. Our recruitment team will provide further details to assist you in your recruitment journey. 
 
 Thank you for your flexibility and understanding as we focus on the safety and well-being of those we serve, as well as one another. 
 
Description 
 Every person needs the support of others, but we look for very special people to support individuals with disabilities; adults with emotional, behavioral or medical complexities; children and adults with brain injury. As a  Counselor  with NeuroRestorative you’ll be one of those special people. 
 
 For NeuroRestorative and The MENTOR Network, a Counselor is critical to our success and exemplifies the wonderful mission driven work we do here every day.
 NeuroRestorative is seeking a Counselor to provide counseling to individuals and/or families using multiple forms of therapeutic approaches, including psycho-educational models and medical/illness models of assessment and diagnosis. The Counselor works with individuals and/or families to address such issues such as depression, addiction and substance abuse, stress, and problems with self-esteem. This role may also help with job and vocational concerns or parenting. 
 
Qualifications: 
 
 Requirements: 
 
 Master's Degree in human services field required 
 At least two years experience required and LICSW or similar licensure required. 
 
 
Founded in 1980, The MENTOR Network is a national network of local human services providers offering an array of quality, community-based services in more than 30 states to adults and children with intellectual and developmental disabilities, brain and spinal cord injuries and other catastrophic injuries and illnesses, and to youth with emotional, behavioral and medically complex challenges as well as their families. 
 
 
 EOE/AAE"
29185,Active_Listening.xls,"Social Worker, LMSW and LCSW (185 Days) -(20191027-001) 
 
Description 
 
Provide short-term and crisis, individual, and group counseling for referred students or groups of students 
Provide consultation regarding students’ psychological and behavioral issues 
Utilize various assessment instruments and techniques to assist in identifying appropriate intervention techniques for referred students 
Provide consultation to school personnel and parents regarding the psychological and social needs of students as they relate to the educational setting and process 
Assist school staff members with intervention strategies and techniques regarding discipline problems 
Provide referral information to students and families regarding in-district and out-of-district resources 
Provide parent consultation as necessary 
Identify problems in the home and community that may affect the student’s performance and adjustment, as well as consult with community agencies/programs and professionals regarding the need of students 
Utilize preventive strategies to remove social/emotional barriers to academic success 
Provide the following in schools when assigned as case facilitator, attend and participate in the Student Support Team process 
Provide staff development activities for school personnel and parents 
Provide crisis intervention services to schools, as necessary 
Provide technical assistance to Director 
Keep abreast of current and emerging professional trends and developments affecting school social work, and recommend modifications that will improve performance 
Coordinate crisis management efforts to include crisis team training and assignments 
Performs all other tasks and duties as assigned as it relates to Title I, Part A grant requirements 
Preforms all other tasks and duties as assigned 
 
Qualifications 
 
Master’s degree in Social Work from an accredited college or university 
Valid Texas license as a Licensed Clinical Social Worker or Licensed Masters Social Worker granted by the Texas State Board of Social Work Examiners 
Two or more years of experience in providing psychological and social services within a school setting, or the equivalent in demonstrated competence, such as experience in the delivery of psychological, social services 
Demonstrated knowledge of procedures for assessing emotional, and behavioral functioning for educational purposes 
Demonstrated competence in consultation skills, family system intervention, crisis intervention, and the referral process 
Demonstrated knowledge of psychosocial development 
Demonstrated training and experience in individual and group counseling techniques as well as interpersonal and team dynamics 
Demonstrated competence in crisis management 
 
Work Locations: Student Advocacy & Youth Outreach 2909 N BUCKNER BLVD SUITE 500 Dallas 75228 
Job: Social Worker 
 Full-time 
Minimum Salary: 50,777.00 
Job Posting: Dec 12, 2019"
29186,Active_Listening.xls,"A Behavior Technician provides 1:1 behavioral intervention services to children with special needs. Behavior Technicians are responsible for implementing Applied Behavioral Analysis (ABA) based programs as directed the Board Certified Behavior Analyst. A Behavioral Technician is the primary person clients contact every day and will need to be able to read, understand and implement effectively an individualized Behavior Intervention Plan (BIP). They must also be able to quickly build rapport and maintain client dignity. Collecting accurate and clinically valuable data, reporting any new or changes in behavior observed, to the Clinical Supervisor to consider for addition to the BIP. JOB DEFINITION: This is an entry to mid-level, direct line therapist/RBT position. PAY: Commiserate with ABA and Autism specific work experience and RBT certification. HOURS: 8:00-4:30, Monday-Friday SUPERVISOR: Center Director, Clinical Supervisor QUALIFICATION REQUIREMENTS: 18 years of age or older, HS diploma or equivalent, RBT credential, or in process of obtaining credential (must obtain within first 6 months of hire) GENERAL JOB DUTIES: The Behavior Technician must maintain adherence to the RBT task list as outlined by the BACB, including: provide direct therapy in a 1:1 setting throughout the day, ensure proper data collection for programs and maladaptive behaviors, conducting preference assessments, assisting with developmental assessments and functional behavior assessments, charting daily progress in skills tracking, utilizing prompting hierarchy and prompt-practice-review to teach new skills, assisting with self-help skills including, but not limited to - toileting, feeding, hand washing, etc., follow specified behavior intervention plans in the presence of maladaptive behaviors including the possible utilization of: Safety Care, deescalation, planned ignoring/extinction, DRO, prompting functional communication across a variety of methods including, but not limited to: verbal communication, PECS, Proloquo2Go, LAMP, etc., utilize positive reinforcement strategies while refraining from punishment based strategies to increase skill development among clients. PROFESSIONAL CONDUCT RESPONSIBILITIES: The Behavior Technician must maintain adherence to the RBT task list as outlined by the BACB, including: engage in daily parent communication, communicate effectively and respectively with peers and supervisors, maintain client and company confidentiality and dignity, apply constructive feedback accordingly, maintain professional boundaries with parents and caregivers. PHYSICAL DEMANDS: Regularly lift and/or move up to 25 pounds, move and/or support up to 50 pounds (and/or up to adult size body weight with two-to-three-person lift). Position can require some degree of physical interaction with clients who have difficulty controlling physical behavior. Job Type: Full-time Salary: $18.00 /hour"
29187,Active_Listening.xls,"About Us Cerebral is a mental health startup that offers everything from the online diagnosis of depression and anxiety to at-home delivery of antidepressants - supplemented by ongoing medication and care management. We are moving quickly to build a community around destigmatizing mental health treatment by offering a broad array of treatment options for anxiety and depression. Our two founders - Kyle and Anh - have both experienced first-hand the struggle of trying and failing to access treatment for depression - which motivated them to start Cerebral. Dr. Ho Anh was previously the Medical Director for Hims - where he managed 150 doctors - and Medical Group President for Lemonaid Health. We are backed by prominent angel investors and venture capitalists in Silicon Valley, and launched publicly in January 2020. About the Role Care Counselors at Cerebral manage the comprehensive care of the client. They work closely with the client's prescribing provider to manage their medication treatment plan, as well as hold monthly check-ins with the client to track their progress. A Care Counselor is there to help address the client's needs and be their guide as it pertains to understanding their diagnosis, treatment plan, and process by which the patient is having Cerebral manage their mental health. Care Counselors also help clients build a toolkit of skills they can use in combination with their medication to give them the best outcomes (coping mechanisms, grounding techniques, lifestyle adjustments, etc.). We are looking for several rockstars to join us as a full-time Care Counselors, who will navigate new processes and work with our providers to provide high-quality, accessible care to clients. This role may be a fit for you if multiple of the following apply to you: You are an active, intuitive listener You ask skillful and outcome-focused questions You are excited by exploring and/or jointly challenging safety behaviors or limiting beliefs You have an innate ability to create awareness as you build relationships You have experience in and enjoy counseling or advising others You are comfortable using a computer and navigating multiple systems as you document notes for the prescribing physician You are comfortable navigating ambiguous environments and iteratively improving processes Requirements Bachelor’s degree or beyond Empathetic and intuitive listening Strong verbal and written communication Training in or knowledge of mental health, formally or informally Desire to continue learning about mental health and best care management practices for patients taking antidepressants Advanced proficiency using a computer and ability to learn how to use new computer programs quickly Passion for our mission of improving access to high-quality care for anxiety & depression Bonus Points You are a licensed clinical psychologist, social worker, counselor, or marriage & family therapist. Experience working with patients in mental health settings, specifically with medication management You are entrepreneurial and have experience working at startups. You have experience defining and iterating on new processes. Job Type: Full-time Application Question: Our mission at Cerebral is to improve access to high-quality mental healthcare for those who need it. What about this mission aligns with your values? Work Location: One location This Job Is Ideal for Someone Who Is: People-oriented -- enjoys interacting with people and working on group projects Adaptable/flexible -- enjoys doing work that requires frequent shifts in direction Autonomous/Independent -- enjoys working with little direction High stress tolerance -- thrives in a high-pressure environment Work Remotely: Temporarily due to COVID-19"
29188,Active_Listening.xls,"Private practice with no doors and no overhead.  Join the world's largest online counseling platform. We provide the marketing, the technology, and the additional income. You provide the professionalism, clinical experience, and care. More About BetterHelp:  BetterHelp's secure online platform and broad network of licensed therapists help those facing life’s challenges by providing easy, affordable, and private access to professional counseling. BetterHelp has facilitated millions of HIPAA-compliant video sessions, voice calls, live chats, and messages that let people get the help they need using their computer, tablet, or smartphone - anytime, anywhere. In 2015 we expanded our resources and expertise by joining Teladoc Health (NYSE: TDOC), the nation’s first and world's largest telehealth organization, helping to make BetterHelp the world’s largest and most reputable e-counseling platform. Check out some great feedback from happy people here. Learn more about our mission, our counselors, and our peer-reviewed clinical outcomes. Benefits for Counselors:  Counselors Focus on Clinical Work: Your focus is 100% on counseling. You do not need to worry about acquiring clients, billing, support, or operations. We handle it all! Flexibility: BetterHelp can be your major source of income (""full time"") or a supplement to your current work. You choose your caseload size, and you are in control of your schedule and appointment times. Zero Overhead: No fees are collected from the counselor, ever. Who Should Apply Licensed Professional Counselors (LPC), Licensed Clinical Social Workers (LCSW), Licensed Marriage and Family Therapists (LMFT), Psychologists, and Licensed Mental Health Counselors (LMHC) are all encouraged to apply! Counselors looking for an easy, all-in-one technology platform for telehealth. Counselors looking for a variety of ways to engage - for example, through the 3 types of live sessions available (video, phone, and live chat), through the asynchronous messaging component, through worksheets, through shared journal entries, through audio and video messages, and more. Counselors who are looking for a strong and accessible peer community, directly through the platform. With over 8,000 therapists on the BetterHelp platform, you’ll have a forum to ask and answer any questions you might have! Requirements Counselors must be licensed by a State Board to provide counseling (e.g., LCSW, LMFT, LPC, PsyD or similar credentials). NOTE: Unfortunately, if you are an intern or if you require supervision to provide counseling services, you cannot be a provider on BetterHelp at this time. Also, we are unable to accept substance abuse counselors, school counselors, registered nurses, career counselors, Christian counselors, and business coaches (unless they have an additional license as a mental health counselor). Experience counseling adults, couples, and/or teens Excellent written communication Reliable Internet connection Currently residing in the US Note: Counselors are independent providers, not BetterHelp employees. Job Type: Contract Work Remotely: Yes"
29189,Active_Listening.xls,"About Us Cerebral is a mental health telemedicine startup offering our clients comprehensive treatment and medication management for anxiety and depression. We are moving quickly to build a community around de-stigmatizing mental health treatment by offering a broad array of treatment options for anxiety and depression. Our two founders - Kyle and Anh - have both experienced first-hand the struggle of trying and failing to access treatment for depression - which motivated them to start Cerebral. Dr. Ho Anh was previously the Medical Director for Hims - where he managed 150 doctors - and Medical Group President for Lemonaid Health. About the Role:  We are expanding Cerebral's service to include video therapy sessions along with medication management, and are looking for several rockstar therapists to join our team and help drive our mission of providing high-quality, accessible care to patients. This role may be a fit for you if multiple of the following apply to you: You are passionate about increasing access to quality mental health care You ask skillful and provide outcome-focused care You have an innate ability to create awareness as you build relationships You are comfortable working in a telemedicine environment and navigating multiple systems as you document notes for the prescribing physician You are comfortable navigating ambiguous environments and iteratively improving processes Requirements License as a marriage & family therapist, counselor, or psychologist in Texas  (California license a bonus) Empathetic and intuitive listening Strong verbal and written communication Advanced proficiency using a computer and ability to learn how to use new computer programs quickly Passion for our mission of improving access to high-quality care for anxiety & depression Bonus Points You have worked collaboratively with doctors who are managing your clients' medication for anxiety and depression, in tandem to therapy you are providing. You are entrepreneurial and have experience working at startups. You have experience defining and iterating on new processes. Job Type: Part-time Salary: $35.00 to $50.00 /hour License: Texas (Required) California (Preferred) Application Question: At Cerebral, our mission is to increase access to quality mental healthcare for all who need it. What about this mission aligns with your values? Work Location: Fully Remote Benefits: Work from home Flexible schedule This Job Is Ideal for Someone Who Is: People-oriented -- enjoys interacting with people and working on group projects Adaptable/flexible -- enjoys doing work that requires frequent shifts in direction High stress tolerance -- thrives in a high-pressure environment Schedule: Other Benefit Conditions: Only full-time employees eligible Work Remotely: Yes"
29190,Active_Listening.xls,"Private practice with no doors and no overhead.  Join the world's largest online counseling platform. We provide the marketing, the technology, and the additional income. You provide the professionalism, clinical experience, and care. More About BetterHelp:  BetterHelp's secure online platform and broad network of licensed therapists help those facing life’s challenges by providing easy, affordable, and private access to professional counseling. BetterHelp has facilitated millions of HIPAA-compliant video sessions, voice calls, live chats, and messages that let people get the help they need using their computer, tablet, or smartphone - anytime, anywhere. In 2015 we expanded our resources and expertise by joining Teladoc Health (NYSE: TDOC), the nation’s first and world's largest telehealth organization, helping to make BetterHelp the world’s largest and most reputable e-counseling platform. Benefits for Counselors:  Counselors Focus on Clinical Work: Your focus is 100% on counseling. You do not need to worry about acquiring clients, billing, support, or operations. We handle it all! Flexibility: BetterHelp can be your major source of income (""full time"") or a supplement to your current work. You choose your caseload size, and you are in control of your schedule and appointment times. Zero Overhead: No fees are collected from the counselor, ever. Who Should Apply Licensed Professional Counselors (LPC), Licensed Clinical Social Workers (LCSW), Licensed Marriage and Family Therapists (LMFT), Psychologists, and Licensed Mental Health Counselors (LMHC) are all encouraged to apply! Counselors looking for an easy, all-in-one technology platform for telehealth. Counselors looking for a variety of ways to engage - for example, through the 3 types of live sessions available (video, phone, and live chat), through the asynchronous messaging component, through worksheets, through shared journal entries, through audio and video messages, and more. Counselors who are looking for a strong and accessible peer community, directly through the platform. With over 8,000 therapists on the BetterHelp platform, you’ll have a forum to ask and answer any questions you might have! Requirements Counselors must be licensed by a State Board to provide counseling (e.g., LCSW, LMFT, LPC, PsyD or similar credentials). NOTE: Unfortunately, if you are an intern or if you require supervision to provide counseling services, you cannot be a provider on BetterHelp at this time. Also, we are unable to accept substance abuse counselors, school counselors, registered nurses, career counselors, Christian counselors, and business coaches (unless they have an additional license as a mental health counselor). Experience counseling adults, couples, and/or teens Excellent written communication Reliable Internet connection Currently residing in the US Note: Counselors are independent providers, not BetterHelp employees. Job Type: Contract Experience: counseling for adults, couples, and/or teens: 1 year (Required) Location: United States (Required) Application Question: Are you licensed by a State Board to provide counseling (e.g., LCSW, LMFT, LPC, PsyD or similar credentials)? Benefits: Work from home Flexible schedule Schedule: Other Company's website: www.betterhelp.com Work Remotely: Yes"
29191,Active_Listening.xls,"Min Qualifications 
Master's degree in Counseling, Psychology, Social Work, or related field. Licensure or eligible for licensure as a Professional Counselor, Psychological Associate, or Social Worker. JOB DESCRIPTION:This position is responsible for providing mental health evaluation and therapeutic intervention to patients. Works under the supervision of a Psychologist, Mental Health Manager and/or Program Director. 
 Salary Range 
 
From $49,120.00 To $61,400.00 Annually. Salary is commensurate with years of relevant work experience. 
 
Closing Statement 
 
Work environment is located within the confines of a prison, jail or juvenile detention center. Security clearance is required. Pre-employment drug screen is required. 
#cmc #mental health #allied 
 
Equal Employment Opportunity 
UTMB Health strives to provide equal opportunity employment without regard to race, color, national origin, sex, age, religion, disability, sexual orientation, gender identity or expression, genetic information or veteran status. As a VEVRAA Federal Contractor, UTMB Health takes affirmative action to hire and advance women, minorities, protected veterans and individuals with disabilities. 
 
 
Req id: 70937"
29192,Active_Listening.xls,"-LCDC will provide outpatient counseling services for growing multi-regional counseling firm. -LCDC will perform all counseling duties defined by Texas Department of Health and Human Services: 25 TAC Ch. 441 -LCDC must be fully licensed level of education is a consideration. Job Types: Part-time, Contract Experience: LCDC: 1 year (Required) Education: Associate (Required) License: LCDC (Required) Language: English (Required) Contract Renewal: Likely Work Location: Fully Remote Benefits: Health insurance Dental insurance Paid time off Hours per week: 10-19 Schedule: Monday to Friday Company's website: www.hughescenter.org"
29193,Active_Listening.xls,"Licensed Professional Counselor (LPC) 
Primary Purpose: 
Perform professional counseling for students with emotional disabilities, learning disabilities, and behavioral problems. Assist with the autism team in determining a diagnosis of autism. 
 
Terms of Employment: 
Salary: In accordance with the annual salary schedule approved by the Management Board of the Freestone-Navarro Bi-County Co-Op. 11 months / 202 days per year, term or probationary contract, as applicable. 
 
Qualifications: 
Education/Certification: 
Master’s degree within the counseling profession from accredited college or university. 
Valid license issued by the Texas State Board of Examiners of Professional Counselors as a licensed professional counselor (LPC) or LPC intern preferred. 
TEA certified in Special Education and as a school PK-12 counselor will be considered. 
 
 Special Knowledge/Skills: 
Knowledge of prevention and intervention strategies, including behavior management interventions 
Knowledge of psycho-social development 
Excellent organizational, communication, and interpersonal skills 
 
 Experience: 
Three years experience providing counseling services in an educational setting 
 
Major Responsibilities and Duties: 
 
Assessment 
Participate in observations to evaluate the intellectual, emotional, and behavioral functioning of referred students. Assist in determining student eligibility for special education services according to federal and state regulations. 
Develop behavior management plans. 
Conduct or participate in the Admission, Review, and Dismissal (ARD) Committee to assist with 
appropriate placement and development of Individual Education Plans (IEP) for students according to district procedures. 
 
Consultation 
Meet with parents to discuss pertinent background information and test results. Conduct group, individual, and family counseling sessions and facilitative therapy for students with diagnosed problems. 
5. Consult with teachers and relevant staff concerning the educational needs of students, interpretation of assessment data, and implementation of behavior intervention plans in managing disruptive students. 
6. Consult with psychologists, psychiatrists, medical doctors, and community agencies concerning intellectual, emotional, and behavioral functioning of students as needed. 
7. Present staff development training in assigned schools to enable school personnel to identify and work more effectively with students with emotional, social, and behavioral disturbances. 
 
Program Management 
Compile, maintain, and file all reports, records, and other documents required, including case records, test results, and statistical data. 
9. Comply with policies established by federal and state law, State Board of Education rule, and local board policy. Comply with all district and local campus routines and regulations. 
10. May provide clinical supervision to intern or trainee. 
 
Supervisory Responsibilities: 
None. 
 
Mental Demands/Physical Demands/Environmental Factors: 
Tools/Equipment Used:  Standard office equipment including computer and peripherals 
 Posture:  Frequent sitting, kneeling/squatting, bending/stooping, pushing/pulling, and twisting 
 Motion:  Frequent walking, grasping/squeezing, wrist flexion/extension 
 Lifting:  Regular light lifting and carrying (less than 15 pounds), occasional heaving lifting (45 pounds or more) and positioning of students with physical disabilities; controlling behavior through physical restraint; assisting non-ambulatory students 
 Environment:  Exposure to biological hazards, bacteria, and communicable diseases; will require Co-Op wide travel 
 Mental Demands:  Work with frequent interruptions; maintain emotional control under pressure"
29194,Active_Listening.xls,"Licensed Mental Health Therapist / Social Worker - LCSW, LMFT, LPC, LMHC (Remote, Part-Time) 
*This is a part-time, remote position that requires 20 hours/week over three or more weekdays. You will work remotely from your home or office providing evidence-based therapy to clients in your state(s) of licensure.* 
 
About the Company 
Lyra is transforming mental health care through technology with a human touch to help people feel emotionally healthy at work and at home. We work with leading companies, such as Starbucks, uber, Amgen, eBay, and Fortune 500 companies, to improve access to effective, high-quality mental health care for their employees and their families. With our innovative digital care platform and elite provider network, more than 1.3 million people can receive best care and feel better, faster. Founded by David Ebersman, former CFO of Facebook and Genentech, Lyra has raised more than $170 million. 
 
About the Role 
We’re looking for unrestricted, licensed therapists to help us deliver innovative mental health care that combines leading clinical expertise with powerful technology. Our Blended Care Therapy Team is responsible for providing high-quality, evidence-based therapy to our highly-motivated clients via live video. You will be part of a highly-skilled, collaborative team who is shaping an innovative model of care in a rapidly growing business. The work you do will help to create positive outcomes for our clients and redesign how mental health care is delivered. 
What you’ll do
 Provide short-term, evidence-based Cognitive Behavioral Therapy (CBT) via live video for clients who are looking for help with a broad range of mental health needs 
Educate clients on skills, help them to set concrete, measurable goals, and to assist them with tools for problem-solving 
Employ evidence-based outcome tracking and provide clients with feedback on progress 
Be a key contributor to improving our care model by providing feedback on our technology platform and approach 
Work closely with a collaborative team of elite clinicians through regular consultation groups 
What we offer 
Flexibility -  Work remotely from your own home or office and set your own hours. No more case overload or rigid schedules. 
A collaborative, team-based model -  You’ll join Lyra with a cohort of therapists who will be an ongoing support network and clinical consultation group. 
Diverse and interesting clients -  Work with clients who are motivated to improve and have diverse presenting issues. 
An innovative care experience, driven by technology -  We’ll provide you with all the tools you need to deliver expert care via our leading technology platform. 
Continuous learning opportunities -  Receive ongoing support from team clinicians as well as access to a library of online trainings created by leading experts in the field 
What we’re looking for 
A Master’s degree in social work from a clinical track, marriage and family therapy, mental health counseling, or clinical/counseling psychology from an accredited college or university 
An unrestricted license in one or more of the following states: CA, WA, IL, MA, NY, TX, NJ and VA 
2+ years of experience providing evidence-based treatments (e.g., CBT, DBT, exposure therapy for anxiety disorders) and short-term psychotherapy using outcomes management 
Excellent interpersonal skills (communication and listening) and a willingness to receive feedback 
A passion for mental health and Lyra’s mission to deliver an innovative model of care 
Able to commit 20hrs/week to Lyra over three or more weekdays. Candidates who plan to maintain their full-time employment in addition to working with Lyra Health will not be considered. 
Candidates must reside in the United States
 You could be a good fit if you:
 Are a leading clinician, excited to deliver care through an innovative, technology-enabled model.  In addition to providing evidence-based care to your Lyra clients, you will contribute to protocols, provide feedback on online tools and technology, and think critically about our care model. 
Thrive in a fast-paced and evolving environment.  We move quickly to evolve tools and protocols based on data. You’ll thrive if you are comfortable with ambiguity and change and don’t require defined processes to guide you every step of the way. 
Are accountable and collaborative.  Working remotely, you will be expected to work independently, proactively take ownership of key tasks, and keep in regular communication with your team. 
Are comfortable with using technology.  We are transforming mental health care with cutting-edge technology. As part of this new care model, you will use teleconferencing and a web-based platform to communicate with clients and deliver care. 
Are open-minded, non-judgmental, compassionate, flexible, and have good humor. 
We are an Equal Opportunity Employer. We do not discriminate on the basis of race, religion, color, sex, age, national origin or disability."
29195,Active_Listening.xls,"Position Summary This isn’t your average social work job. As a U.S. Air Force Clinical Social Worker, you’ll have the important responsibility of supporting our nation’s Airmen. These men and women face unique challenges as service members and will rely on you to guide them through difficult situations such as deployments, family separation and personal struggles. You’ll lead an interesting, varied career with all the benefits that come with working for the world’s premier Air Force. Primary Responsibilities Evaluate Airmen and their families and diagnose disorders Perform counseling and therapy Consult with Air Force medical teams and commanders Use your expertise to ensure all Airmen are able to carry out the Air Force mission Benefits The Air Force benefits package is unparalleled in the civilian world. Benefits include: 30 days of paid vacation each year Excellent healthcare coverage for you and your family Tax-free food and housing assistance A generous retirement program Prestigious leadership, training and continuing education opportunities Free or low-cost world travel opportunities Excellent starting salary Qualifications This is an active duty position as an Air Force Officer. To be considered, you must meet the following requirements: Must be a U.S. citizen, age 18–42 Must be willing to relocate Completion of five-and-a-half-week Commissioned Officer Training course Must have a master’s degree in Social Work from a graduate school accredited by the Council on Social Work Education and the highest level of clinical license your state offers (such as LCSW, LISW, etc.) to practice as an independent clinical social worker About the Air Force The U.S. Air Force is the number one Air Force in the world. Our mission is to fly, fight and win in air, space and cyberspace. We live by three core values: integrity first, service before self and excellence in all we do. The Air Force offers hundreds of careers, from healthcare to engineering, in order to serve the American people and provide precise and reliable global vigilance, reach and power for the nation. Job Type: Full-time"
29196,Active_Listening.xls,"Cross Country Education is an educator-led, student-driven organization that partners with K-12 schools and districts nationally to provide a wide array of staffing services and consultative solutions. We are looking for thoughtful and compassionate School Psychologists who believe in helping all students reach their full potential.
 
Reasons to Join Our Team
 We are dedicated to helping School Psychologists like you find a variety of rewarding per diem, contract, permanent, and travel job opportunities that offer both competitive pay and comprehensive health and wellness benefits. Cross Country Education values the service you provide and is committed to your personal and professional growth. We also offer:
 
 
 Competitive Pay and Travel Packages 
 Benefits package including medical, dental, vision and 401(k) for employees working over 30 hours a week 
 Weekly direct deposit 
 Custom pay packages to meet your needs 
 
Minimum Qualifications
 
 
 Active State Certification or License 
 
 Company Website:  www.crosscountryeducation.com
 
Cross Country Education provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type with regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.
 
Direct-Ed-IND4"
29197,Active_Listening.xls,"WANT TO WORK IN ALASKA?  Presbyterian Hospitality House,  ALASKA'S  leading adolescent residential treatment program, is looking for additional team members. We are currently recruiting for a  Master’s Level Mental Health Clinicians to join our WASILLA AND FAIRBANKS, ALASKA teams. We are seeking an emotionally healthy individuals with common sense, humor, and the ability to work with youth and families. Locations:  · * *WASILLA, ALASKA** AND * **FAIRBANKS, ALASKA** Requirements:  · MUST HAVE  a Master’s Degree in Psychology, Social Work, Guidance and Counseling, Behavioral Sciences or related Social Science. TWO YEARS OR MORE   of counseling experience. · MUST   be able to pass a background check. *  MUST BE WILLING TO RELOCATE  * Benefits:  Health care 401K Paid leave Competitive salary PHH is a Drug/Smoke/Alcohol/Violence Free Workplace. Alaskan Natives are encouraged to apply. Job Type: Full-time Job Type: Full-time Experience: counseling: 2 years (Required) Education: Master's (Preferred) Benefits: Health insurance Dental insurance Vision insurance Retirement plan Paid time off"
29198,Active_Listening.xls,"Positions   Located in the following locations in Northeast Colorado: Sterling, Fort Morgan, Elizabeth, Burlington, Limon, Holyoke, and Julesburg. MUST BE WILLING TO RELOCATE Centennial Mental Health Center is a Mental Health and Substance Use Disorder Outpatient Treatment Center functioning on the rural Northeastern Plains of CO. If you are looking for QUIET, Quaint neighborhoods, with close knit communities, Centennial could be the perfect fit for you. We are looking for qualified candidates that want to make a difference in our small rural and frontier communities. **We Have Great Benefit Opportunities!! ~ Full Benefit Package ~$3,000 in Relocation Expenses ~NHSC Loan Repayment Approved Site **See our website for more details www.centennialmhc.org POSITION SUMMARY Provides direct mental health clinical treatment to a variety of individuals which may include children/adolescents, adults and geriatric. ESSENTIAL DUTIES AND RESPONSIBILITIES Provides evaluation/problem identification, crisis interventions and individual and/or group therapy to assigned consumers. Develops treatment plans; monitors treatment progress, and follows-up at disposition times. Works with psychiatrist when consumer is in need of medications. Coordinates consumer's use of other Center programs and outside community resources. Provides services (including intensive services for individuals and families) in a variety of settings including office, consumer homes, hospitals, law enforcement facilities, etc. Serves on emergency rotation schedule to provide 24 hour on-call, responding to and providing service to emergent situations. Maintains accurate and timely clinical records consistent with Center standards. Participates in meetings, in-services and supervisory sessions as required. Performs other job duties as assigned. EDUCATION Master's Degree in psychology, social work, or other human services field. CERTIFICATES, LICENSES, REGISTRATIONS Licensed in the State of Colorado as a LPC, LCSW, or LMFT. ABILITIES, KNOWLEDGE, SKILLS Knowledge of methods of psychotherapy. Knowledge of community resources. Ability to serve wide range of consumers, including culturally diverse populations. Knowledge of cultural issues that may have a bearing on service provision. Ability to assess crisis situations and intervene appropriately. Familiar with the DSM-IV and diagnostic techniques. Effective written and verbal communication skills. Computer literacy to include basic skills in e-mail communication and word processing. Ability to work flexible and on-call hours, which may be required. Ability to travel within the Center's service area or to other locations as needed. Keywords: Counselor, Behavioral Health Professional, Therapist, Clinician, Mental Health Professional, LCSW Job Type: Full-time Salary: $40,000.00 to $48,375.00 /year Experience: mental health: 1 year (Preferred) Education: Master's (Required)"
29199,Active_Listening.xls,"If you want to make a difference in the lives of children, EBS (Educational Based Services) is interviewing determined new graduate and director level School Psychologists for positions nationwide. As the leading provider of special education and therapy services for children for more than 30 years, EBS knows exactly what school psychologists need to make the biggest impact possible, including:  A nationwide network of trained educational directors who are leaders in our field Competitive salary packages and comprehensive health benefits Dedicated Licensure department for support and reimbursement Resource library, professional allowance, and access to CEUs and customized trainings Options to move across the country and abroad, with relocation and housing assistance 24/7 support with Career Specialists committed to your advancement Exclusive apps and tools to help you improve therapy Key Functions: Execute and maintain the evaluation process, including attending meetings, IEP case management, and RTI Coach and collaborate with staff, teachers, parents, and administration Conduct FBA and BIPS Manage and prevent crisis situations Qualifications: Master’s or Doctorate in psychology Education Specialist certification is required NCSP certified is preferred About EBS: For more than 30 years, EBS has been the leading provider of special education services for public, private and charter schools. Our mission is to make a difference, every day, in every life we touch. Learn more at www.ebsschools.com Job Types: Full-time, Part-time Experience: pediatric: 1 year (Preferred) school: 1 year (Preferred) schools: 1 year (Preferred) school district: 1 year (Preferred) school psychology: 1 year (Preferred)"
